Production Companies,Film Title,Filming Location,Stars,Director,Genres,URL,Release Date
George Smith Productions,Fifty-Shilling Boxer,United Kingdom,Bruce Seton;Nancy O'Neil;Moore Marriott,Maclean Rogers,Comedy;Sport,https://www.imdb.com/title/tt0028867/?ref_=adv_li_tt,"May 6, 1937"
Metro-Goldwyn-Mayer (MGM),Little Stranger,United Kingdom,Nigel Playfair;Eva Moore;Norah Baring,George King,Drama,https://www.imdb.com/title/tt0156743/?ref_=adv_li_tt,1934
,The Return of Clara Deane,United Kingdom,Dennis Arundell,Dennis Arundell,,https://www.imdb.com/title/tt0143832/?ref_=adv_li_tt,1935
Jack Raymond Productions,The Mysterious Mr. Reeder,United Kingdom,Will Fyffe;Kay Walsh;George Curzon,Jack Raymond,Crime;Drama;Mystery,https://www.imdb.com/title/tt0031653/?ref_=adv_li_tt,"March 4, 1939"
Golden Arrow Productions,Latin Love,United Kingdom,Sari Maritza;William Freshman;Martin Lewis,Sinclair Hill,Musical;Romance,https://www.imdb.com/title/tt0020937/?ref_=adv_li_tt,May 1930
Associated British Picture Corporation (ABPC),The Hidden Menace,United Kingdom,Otto Kruger;Gertrude Michael;John Clements,Albert de Courville,Drama;Romance,https://www.imdb.com/title/tt0030790/?ref_=adv_li_tt,"March 15, 1938"
British National Films,Old Mother Riley in Business,United Kingdom,Arthur Lucan;Kitty McShane;Ernest Butcher,John Baxter,Comedy,https://www.imdb.com/title/tt0032861/?ref_=adv_li_tt,"April 12, 1941"
Graham-Wilcox Productions,Bindle,United Kingdom,Patrick Aherne;Muriel Aked;Sydney Fairbrother,Patrick Aherne;Muriel Aked;Sydney Fairbrother,,https://www.imdb.com/title/tt0156365/?ref_=adv_li_tt,1931
Halas and Batchelor Cartoon Films,Spring and Winter,United Kingdom,Peter Pears,John Halas,Animation,https://www.imdb.com/title/tt0146285/?ref_=adv_li_tt,1951
Edgar G. Whiting,The Dizzy Limit,United Kingdom,Jasper Maskelyne;Joy Windsor;Wallace Bosco,Edward Dryhurst,Comedy,https://www.imdb.com/title/tt0020830/?ref_=adv_li_tt,"December 17, 1930"
Julius Hagen Productions,The Angelus,United Kingdom,Anthony Bushell;Nancy O'Neil;Eve Gray,Thomas Bentley,Crime,https://www.imdb.com/title/tt0028577/?ref_=adv_li_tt,"June 3, 1937"
Halas and Batchelor Cartoon Films,Flu-ing Squad,United Kingdom,Joy Batchelor;John Halas,Joy Batchelor;John Halas,Animation,https://www.imdb.com/title/tt0145779/?ref_=adv_li_tt,1951
Herbert Wilcox Productions;British & Dominions Film Corporation,The King's Cup,United Kingdom,Chili Bouchier;Harry Milton;William Kendall,Alan Cobham;Robert Cullen;Donald Macardle,Drama;Romance,https://www.imdb.com/title/tt0155808/?ref_=adv_li_tt,January 1933
Herbert Wilcox Productions;British & Dominions Film Corporation,The Mayor's Nest,United Kingdom,Sydney Howard;Claude Hulbert;Al Bowlly,Maclean Rogers,Comedy,https://www.imdb.com/title/tt0023200/?ref_=adv_li_tt,"June 27, 1932"
British Lion Film Corporation,The Man I Want,United Kingdom,Henry Kendall;Wendy Barrie;Betty Astell,Leslie S. Hiscott,,https://www.imdb.com/title/tt0025449/?ref_=adv_li_tt,March 1934
Henry Edwards Productions,The Girl in the Night,United Kingdom,Henry Edwards;Dorothy Boyd;Sam Livesey,Henry Edwards,Crime,https://www.imdb.com/title/tt0164609/?ref_=adv_li_tt,"July 21, 1931"
Nat Ross Productions,The Reverse Be My Lot,United Kingdom,Ian Fleming;Marjorie Corbett;Mickey Brantford,Raymond Stross,Drama,https://www.imdb.com/title/tt0029479/?ref_=adv_li_tt,1937
Lawrence Huntington Productions (I),Full Speed Ahead,United Kingdom,Paul Neville;Moira Lynd;Richard Norris,Lawrence Huntington,Drama,https://www.imdb.com/title/tt0027651/?ref_=adv_li_tt,November 1936
,The Fearless Flyer,United Kingdom,Simon Vandray,Simon Vandray,,https://www.imdb.com/title/tt12969422/?ref_=adv_li_tt,"February 10, 1931"
British International Pictures (BIP),The Gables Mystery,United Kingdom,Anne Grey;Lester Matthews;Gerald Rawlinson,Harry Hughes,Crime;Drama;Mystery,https://www.imdb.com/title/tt0213848/?ref_=adv_li_tt,"August 1, 1931"
Herbert Wilcox Productions;British & Dominions Film Corporation,It's a Cop,United Kingdom,Sydney Howard;Chili Bouchier;Donald Calthrop,Maclean Rogers,Comedy,https://www.imdb.com/title/tt0025317/?ref_=adv_li_tt,March 1934
Reginald Fogwell Productions,The Written Law,United Kingdom,Madeleine Carroll;Percy Marmont;Henry Hewitt,Reginald Fogwell,Drama,https://www.imdb.com/title/tt0022579/?ref_=adv_li_tt,"September 10, 1931"
,All of a Tremble,United Kingdom,Syd Crossley,Syd Crossley,,https://www.imdb.com/title/tt0020632/?ref_=adv_li_tt,1930
British Screen Productions,London Melody,United Kingdom,Lorraine La Fosse;Haddon Mason;Betty Naismith,Geoffrey Malins,Musical,https://www.imdb.com/title/tt0145052/?ref_=adv_li_tt,1930
British Screenplays,Contraband Love,United Kingdom,C. Aubrey Smith;Janice Adair;Haddon Mason,Sidney Morgan,Crime,https://www.imdb.com/title/tt0021762/?ref_=adv_li_tt,"March 18, 1931"
Sound Films (II),Terrors,United Kingdom,Erle Smith Jr.;Graham Smith;Ronald Smith,Erle O. Smith,Fantasy,https://www.imdb.com/title/tt0296235/?ref_=adv_li_tt,February 1930
Smith & Newman Productions,Men Without Honour,United Kingdom,Ian Fleming;Howard Douglas;W.T. Hodge,Widgey R. Newman,Crime,https://www.imdb.com/title/tt0031638/?ref_=adv_li_tt,"March 3, 1939"
Liberty Films (I),Captain's Orders,United Kingdom,Henry Edwards;Jane Carr;Marie La Varre,Ivar Campbell,Drama,https://www.imdb.com/title/tt0028689/?ref_=adv_li_tt,"November 23, 1937"
Random Films,One Stop Shop,United Kingdom,Derek Aylward;John Boxer;Jonathan Field,Peter Mills,Drama,https://www.imdb.com/title/tt1661419/?ref_=adv_li_tt,1953
Twentieth Century-Fox Productions,Father O'Nine,United Kingdom,Hal Gordon;Dorothy Dewhurst;Claire Arnold,Roy Kellino,Comedy;Drama,https://www.imdb.com/title/tt2023482/?ref_=adv_li_tt,"March 30, 1938"
George Smith Productions,Merely Mr. Hawkins,United Kingdom,Eliot Makeham;Sybil Grove;Dinah Sheridan,Maclean Rogers,Comedy,https://www.imdb.com/title/tt0030441/?ref_=adv_li_tt,"January 31, 1938"
Highbury Productions,Stop the Merry-Go-Round,United Kingdom,Jane Carr;Gordon Edwards;Jessie Evans,Desmond Davis,Drama,https://www.imdb.com/title/tt1686790/?ref_=adv_li_tt,1952
Gainsborough Pictures,Third Time Lucky,United Kingdom,Bobby Howes;Dorothy Boyd;Gordon Harker,Walter Forde,Comedy,https://www.imdb.com/title/tt0021467/?ref_=adv_li_tt,"February 17, 1931"
Julius Hagen Productions,That's My Uncle,United Kingdom,Mark Daly;Richard Cooper;Betty Astell,George Pearson,Comedy,https://www.imdb.com/title/tt0025870/?ref_=adv_li_tt,March 1935
Gainsborough Pictures,Heat Wave,United Kingdom,Albert Burdon;Cyril Maude;Les Allen,Maurice Elvey,Comedy;Musical,https://www.imdb.com/title/tt0125134/?ref_=adv_li_tt,May 1935
Mondover,Annie Laurie,United Kingdom,Will Fyffe;Polly Ward;Bruce Seton,Walter Tennyson,Comedy,https://www.imdb.com/title/tt0166994/?ref_=adv_li_tt,"April 15, 1939"
George Smith Productions,Miracles Do Happen,United Kingdom,Jack Hobbs;Bruce Seton;Marjorie Taylor,Maclean Rogers,Comedy,https://www.imdb.com/title/tt0170250/?ref_=adv_li_tt,1940
,The Sky's the Limit,United Kingdom,Jack Buchanan;Mara Loseff;William Kendall,Jack Buchanan;Lee Garmes,Musical;Comedy,https://www.imdb.com/title/tt0030762/?ref_=adv_li_tt,1938
Falcon,Fake's Progress,United Kingdom,Lou Cass;Humphrey Lestocq;Harry Nova,Ken Fairbairn,Comedy,https://www.imdb.com/title/tt0175603/?ref_=adv_li_tt,1950
Baxter and Barter Productions,Hearts of Humanity,United Kingdom,Bransby Williams;Wilfred Walter;Cathleen Nesbitt,John Baxter,Drama,https://www.imdb.com/title/tt0126332/?ref_=adv_li_tt,"November 6, 1936"
Tudor Films,Because of Love,United Kingdom,Gitta Alpar;Neil Hamilton;Lawrence Grossmith,J. Elder Wills,Musical;Comedy,https://www.imdb.com/title/tt0027591/?ref_=adv_li_tt,November 1936
Warner Brothers-First National Productions,Father and Son,United Kingdom,Edmund Gwenn;Esmond Knight;James Finlayson,Monty Banks,Crime;Drama,https://www.imdb.com/title/tt0025104/?ref_=adv_li_tt,"September 13, 1934"
John Argyle Productions,Wanted by Scotland Yard,United Kingdom,James Stephenson;Betty Lynne;Leslie Perrins,Norman Lee,Crime;Drama,https://www.imdb.com/title/tt0032108/?ref_=adv_li_tt,"April 19, 1939"
Warner Brothers-First National Productions,What's in a Name?,United Kingdom,Carol Goodner;Barry Clifton;Reginald Purdell,Ralph Ince,Comedy,https://www.imdb.com/title/tt0025976/?ref_=adv_li_tt,"October 23, 1934"
,The 1954 FA Cup Final,United Kingdom,,,Sport,https://www.imdb.com/title/tt12782080/?ref_=adv_li_tt,1954
,Entre noche y día,United Kingdom,Gabriel Algara;Manuel Bernardos;Joaquín Carrasco,Albert de Courville;Fernando Gomis,Crime;Drama;Thriller,https://www.imdb.com/title/tt0211354/?ref_=adv_li_tt,1932
George Smith Productions,Nothing Like Publicity,United Kingdom,William Hartnell;Marjorie Taylor;Moira Lynd,Maclean Rogers,Comedy,https://www.imdb.com/title/tt0028044/?ref_=adv_li_tt,1936
George Smith Productions,Coming of Age,United Kingdom,Eliot Makeham;Joyce Bland;Jack Melford,H. Manning Haynes,Comedy,https://www.imdb.com/title/tt0030008/?ref_=adv_li_tt,March 1938
Warner Brothers-First National Productions,Murder on the Second Floor,United Kingdom,John Longden;Pat Peterson;Sydney Fairbrother,William C. McGann,Crime;Drama;Thriller,https://www.imdb.com/title/tt0023248/?ref_=adv_li_tt,"January 5, 1932"
Oscar M. Sheridan Productions,Big Business,United Kingdom,Frances Day;Barrie Oliver;Virginia Vaughan,Oscar M. Sheridan,Musical,https://www.imdb.com/title/tt0144791/?ref_=adv_li_tt,"September 30, 1930"
Randall Faye Productions,Born That Way,United Kingdom,Elliott Mason;Kathleen Gibson;Terence de Marney,Randall Faye,Drama,https://www.imdb.com/title/tt0028652/?ref_=adv_li_tt,"July 29, 1936"
Glenrose,The Dance of Death,United Kingdom,Vesta Victoria;Stewart Rome;Julie Suedo,Gerald Blake,Crime,https://www.imdb.com/title/tt0165704/?ref_=adv_li_tt,March 1938
George Smith Productions,Romance à la carte,United Kingdom,Leslie Perrins;Dorothy Boyd;Anthony Holles,Maclean Rogers,Comedy,https://www.imdb.com/title/tt0030695/?ref_=adv_li_tt,"March 11, 1938"
Julius Hagen Productions,The Marriage Bond,United Kingdom,Mary Newcomb;Guy Newall;Stewart Rome,Maurice Elvey,Drama;Romance,https://www.imdb.com/title/tt0023192/?ref_=adv_li_tt,"March 22, 1932"
Gaumont-British Instructional,Trek to Mashomba,United Kingdom,Ivor Bowyer;Joan Carol;Hamilton Humphreys,Vernon Sewell,Adventure,https://www.imdb.com/title/tt8161108/?ref_=adv_li_tt,1951
Premier-Stafford Productions,Second Bureau,United Kingdom,Marta Labarr;Charles Oliver;Arthur Wontner,Victor Hanbury,Adventure;Drama;Romance;War,https://www.imdb.com/title/tt0135645/?ref_=adv_li_tt,"December 7, 1936"
Warner Brothers-First National Productions,The Vulture,United Kingdom,Claude Hulbert;Lesley Brook;Hal Walters,Ralph Ince,Comedy;Crime,https://www.imdb.com/title/tt0029741/?ref_=adv_li_tt,"February 17, 1937"
Herbert Wilcox Productions;British & Dominions Film Corporation,Purse Strings,United Kingdom,Chili Bouchier;Gyles Isham;G.H. Mulcaster,Henry Edwards,Drama,https://www.imdb.com/title/tt0155981/?ref_=adv_li_tt,July 1933
Herbert Wilcox Productions,The Gang,United Kingdom,Ralph Reader;Gina Malo;Stuart Robertson,Alfred J. Goulding,Musical,https://www.imdb.com/title/tt0028916/?ref_=adv_li_tt,"July 22, 1938"
D.U.K. Films;D.U.K. Films,Lifetime of Comedy,United Kingdom,Charles Chaplin;Buster Keaton;Harold Lloyd,Sidney Stone,Comedy,https://www.imdb.com/title/tt5214734/?ref_=adv_li_tt,1960
British & Dominions Film Corporation,Adventure Ltd.,United Kingdom,Harry Milton;Pearl Argyle;Sebastian Shaw,George King,Adventure,https://www.imdb.com/title/tt0165074/?ref_=adv_li_tt,"April 1, 1935"
British National Films,Night Journey,United Kingdom,Geoffrey Toone;Patricia Hilliard;Alf Goddard,Oswald Mitchell,Crime;Drama,https://www.imdb.com/title/tt0165898/?ref_=adv_li_tt,December 1938
Welwyn Studios,Lucky Jade,United Kingdom,Betty Ann Davies;John Warwick;Derek Gorst,Walter Summers,Comedy;Crime,https://www.imdb.com/title/tt0165371/?ref_=adv_li_tt,"March 5, 1937"
British International Pictures (BIP),Meet My Sister,United Kingdom,Clifford Mollison;Constance Shotter;Enid Stamp-Taylor,John Daumery,Comedy,https://www.imdb.com/title/tt0024319/?ref_=adv_li_tt,"May 5, 1934"
Bernard Smith Productions,Painted Pictures,United Kingdom,Haddon Mason;Winifred Evans;Evelyn Spilsbury,Charles Bennett,Drama,https://www.imdb.com/title/tt0314479/?ref_=adv_li_tt,March 1930
Julius Hagen Productions,The Lyons Mail,United Kingdom,John Martin Harvey;Norah Baring;Ben Webster,Arthur Maude,Mystery;Adventure,https://www.imdb.com/title/tt0142630/?ref_=adv_li_tt,"April 22, 1931"
Associated Sound Film Industries,The Fear Ship,United Kingdom,Cyril McLaglen;Dorothy Bartlam;Edmund Willard,J. Steven Edwards,Drama,https://www.imdb.com/title/tt0155707/?ref_=adv_li_tt,October 1933
British Projects,Cross Roads,United Kingdom,Percy Marmont;Anne Grey;Betty Faire,Reginald Fogwell,Drama,https://www.imdb.com/title/tt0150228/?ref_=adv_li_tt,August 1930
Halas and Batchelor Cartoon Films,Coastal Navigation,United Kingdom,Joy Batchelor;John Halas,Joy Batchelor;John Halas,Animation,https://www.imdb.com/title/tt0145717/?ref_=adv_li_tt,1953
Fama Films Ltd.,Movie-Go-Round,United Kingdom,Donald Bisset;Renee Goddard;Sam Kydd,Fred Weiss,Comedy,https://www.imdb.com/title/tt0413013/?ref_=adv_li_tt,1949
Warner Brothers-First National Productions,Head of the Family,United Kingdom,Irene Vanbrugh;Arthur Maude;John Stuart,John Daumery,Drama,https://www.imdb.com/title/tt0024096/?ref_=adv_li_tt,August 1933
British Lion Film Corporation,I've Got a Horse,United Kingdom,Sandy Powell;Norah Howard;Felix Aylmer,Herbert Smith,Comedy,https://www.imdb.com/title/tt0030263/?ref_=adv_li_tt,September 1938
British Fine Arts,Chips,United Kingdom,Anthony Wyckham;Robb Wilton;Davy Burnaby,Edward Godal,Musical,https://www.imdb.com/title/tt0147992/?ref_=adv_li_tt,March 1938
Basil Humphrys Productions,Barnacle Bill,United Kingdom,Archie Pitt;Joan Gardner;Gus McNaughton,Harry Hughes,Drama,https://www.imdb.com/title/tt0157357/?ref_=adv_li_tt,"August 5, 1935"
Beaumont Film Productions,Toilers of the Sea,United Kingdom,Andrews Engelmann;Cyril McLaglen;Wilson Coleman,Ted Fox;Selwyn Jepson,Action;Drama;Adventure,https://www.imdb.com/title/tt0028392/?ref_=adv_li_tt,1936
British International Pictures (BIP),Old Soldiers Never Die,United Kingdom,Leslie Fuller;Max Nesbitt;Alf Goddard,Monty Banks,Comedy,https://www.imdb.com/title/tt0023296/?ref_=adv_li_tt,"February 25, 1931"
,Robin Hood,United Kingdom,Joy Batchelor,Joy Batchelor,Animation,https://www.imdb.com/title/tt0146249/?ref_=adv_li_tt,"November 4, 1935"
British Instructional Films (BIF),Pyjamas Preferred,United Kingdom,James Alexander Chapman;Betty Amann;Jack Morrison,Val Valentine,Comedy,https://www.imdb.com/title/tt0127196/?ref_=adv_li_tt,1932
,Schemer,United Kingdom,Donald Gray,Donald Gray,,https://www.imdb.com/title/tt0049721/?ref_=adv_li_tt,1956
Julius Hagen Productions,The Iron Stair,United Kingdom,Henry Kendall;Dorothy Boyd;Michael Hogan,Leslie S. Hiscott,Crime;Drama,https://www.imdb.com/title/tt0024186/?ref_=adv_li_tt,January 1933
Victory Films,The Awakening,United Kingdom,Eric Elliott;Rex Walker;Eve Gray,Toni Frenguelli,Drama;Romance,https://www.imdb.com/title/tt0029889/?ref_=adv_li_tt,March 1938
Warner Brothers-First National Productions,It's in the Bag,United Kingdom,Jimmy Nervo;Teddy Knox;Jack Barty,William Beaudine,Comedy,https://www.imdb.com/title/tt0027809/?ref_=adv_li_tt,"September 2, 1936"
Fred Karno Films,"Mother, Don't Rush Me",United Kingdom,Robb Wilton;Muriel Aked;Clay Keyes,Norman Lee,Comedy,https://www.imdb.com/title/tt0027991/?ref_=adv_li_tt,"January 3, 1936"
British Lion Film Corporation,The Interrupted Honeymoon,United Kingdom,Jane Carr;Helen Haye;Jack Hobbs,Leslie S. Hiscott,Comedy,https://www.imdb.com/title/tt0027797/?ref_=adv_li_tt,June 1936
Julius Hagen Productions,His Grace Gives Notice,United Kingdom,Arthur Margetson;Viola Keats;Victor Stanley,Leslie S. Hiscott,Comedy,https://www.imdb.com/title/tt0024123/?ref_=adv_li_tt,"July 21, 1933"
,Intermezzo,United Kingdom,Jane Carr,Jane Carr,,https://www.imdb.com/title/tt0025310/?ref_=adv_li_tt,1934
Twentieth Century-Fox Productions,Second Thoughts,United Kingdom,Frank Fox;Evelyn Ankers;Frank Allenby,Albert Parker,Drama,https://www.imdb.com/title/tt0028228/?ref_=adv_li_tt,1938
British & Dominions Film Corporation,Grand Finale,United Kingdom,Mary Glynne;Guy Newall;Eric Cowley,Ivar Campbell,,https://www.imdb.com/title/tt0027694/?ref_=adv_li_tt,September 1936
Harry Cohen Productions,Peace and Quiet,United Kingdom,Herbert Mundin;Iris Darbyshire;D.A. Clarke-Smith,Frank Richardson,Comedy,https://www.imdb.com/title/tt1314828/?ref_=adv_li_tt,"June 30, 1931"
Gabriel Pascal Productions,Cafe Mascot,United Kingdom,Geraldine Fitzgerald;Derrick De Marney;George Mozart,Lawrence Huntington,,https://www.imdb.com/title/tt0027411/?ref_=adv_li_tt,July 1936
Danziger Productions Ltd.,One Just Man,United Kingdom,Alexander Knox;Peter Reynolds;Eunice Gayson,David MacDonald,Crime;Drama,https://www.imdb.com/title/tt0253398/?ref_=adv_li_tt,"October 1, 1954"
Twentieth Century-Fox Productions,Under Proof,United Kingdom,Betty Stockfeld;Tyrell Davis;Judy Kelly,Roland Gillett,Comedy,https://www.imdb.com/title/tt0168233/?ref_=adv_li_tt,"February 27, 1936"
Paramount British Pictures,Women Who Play,United Kingdom,Mary Newcomb;Benita Hume;George Barraud,Arthur Rosson,Comedy,https://www.imdb.com/title/tt0166882/?ref_=adv_li_tt,"March 11, 1932"
Warner Brothers-First National Productions,The Singing Cop,United Kingdom,Keith Falkner;Marta Labarr;Chili Bouchier,Arthur B. Woods,Musical,https://www.imdb.com/title/tt0030753/?ref_=adv_li_tt,January 1938
Warner Brothers-First National Productions,The River House Ghost,United Kingdom,Florence Desmond;Hal Walters;Joan Marion,Frank Richardson,Comedy;Crime,https://www.imdb.com/title/tt0023405/?ref_=adv_li_tt,December 1932
Warner Brothers-First National Productions,Side Street Angel,United Kingdom,Hugh Williams;Lesley Brook;Henry Kendall,Ralph Ince,Comedy,https://www.imdb.com/title/tt0029558/?ref_=adv_li_tt,"March 3, 1937"
Reginald Fogwell Productions,Guilt,United Kingdom,James Carew;Anne Grey;Harold Huth,Reginald Fogwell,Romance,https://www.imdb.com/title/tt0137801/?ref_=adv_li_tt,"January 27, 1931"
Twentieth Century-Fox Productions,Member of the Jury,United Kingdom,Ellis Irving;Marjorie Hume;Franklyn Bellamy,Bernard Mainwaring,Crime,https://www.imdb.com/title/tt0165388/?ref_=adv_li_tt,1937
Warner Brothers-First National Productions,Take It from Me,United Kingdom,Max Miller;Betty Lynne;Buddy Baer,William Beaudine,Comedy;Sport,https://www.imdb.com/title/tt0029633/?ref_=adv_li_tt,"September 16, 1937"
British Lion Film Corporation,Marooned,United Kingdom,Edmund Gwenn;Viola Lyel;Iris March,Leslie S. Hiscott,Drama,https://www.imdb.com/title/tt0024305/?ref_=adv_li_tt,November 1933
Greenpark Productions,United Harvest,United Kingdom,Jack Lindsay,Ralph Keene,,https://www.imdb.com/title/tt0324380/?ref_=adv_li_tt,1946
Warner Brothers-First National Productions,The Windmill,United Kingdom,Hugh Williams;Glen Alyn;Henry Mollison,Arthur B. Woods,Drama;War,https://www.imdb.com/title/tt0029781/?ref_=adv_li_tt,"March 16, 1937"
